Ticker,Description,Price,Change %,Change from Open %,Pre-market Change %,Pre-market Volume,Average Volume (60 day),Volume,Relative Volume,Industry,Market Capitalization,Shares Float,Volatility,Relative Volume at Time
RBA,"RB Global, Inc.",65.97,-0.01515611,0,,,1146639.36666667,614013,0.61617602,Internet Software/Services,12028492755.56919,181592728.02,1.52928582,0.42285227
OVV,Ovintiv Inc. (DE),43.82,0.38946163,-0.34114169,0.80183276,1378,2831191.88333333,1742742,0.58228651,Oil & Gas Production,11958583294,247491548.976,1.64740876,0.54275918
PNR,Pentair plc.,71.89,0.84163277,0.61581526,,,1428157.53333333,1730173,1.05259255,Industrial Machinery,11883341429,164628051.359,1.43661972,0.31271177
PAYC,"Paycom Software, Inc.",205.6,-0.48402711,-1.19659763,,,1083635.48333333,495099,0.54542324,Packaged Software,11863289134,49087339.9776,2.18369443,0.4644607
MOS,Mosaic Company (The),36.21,-0.33030553,-0.79452055,0.22020369,1280,3749078.16666667,3040382,0.68898728,Chemicals: Agricultural,11834712422,324857321.415,2.45526425,0.59732571
EVRG,"Evergy, Inc.",51.38,0.60700999,-0.15546055,0.84198159,684,2831728.73333333,1858194,0.60954081,Electric Utilities,11803052324,226441273.283,2.10239439,0.42597261
NI,NiSource Inc,26.25,0.80645161,0.30569354,,,6242846.31666667,3440115,0.69793153,Gas Distributors,11741818542.000002,445617968.768,1.54757356,0.44713467
DKS,Dick's Sporting Goods Inc,142.81,-2.72461004,0.01400658,-3.88938083,14879,1415614.3,1380894,1.10800251,Specialty Stores,11673949832,57079819.9728,4.2388526,1.02881316
CELH,"Celsius Holdings, Inc.",50.04,-0.49711672,-0.71428571,0.33803937,9894,4886165.13056303,2030612,0.52268405,Beverages: Non-Alcoholic,11593018128,144953487.3,2.77754411,0.42624716
NTNX,"Nutanix, Inc.",47.24,1.30817071,1.02651839,,,2094108.51666667,2424760,1.1452636,Packaged Software,11464661706,241640608.44,1.81917491,0.40309076
UWMC,UWM Holdings Corporation,7.12,-0.55865922,-1.11111111,0,6099,1236305,1277383,0.66573148,Finance/Rental/Leasing,11361555077.000002,84917103.04439999,1.97879859,0.44546511
PSTG,"Pure Storage, Inc.",35.88,-0.49916805,-0.36101083,-0.24958403,9091,3071548.18333333,3014413,0.75672293,Computer Peripherals,11337104719,295970329.235,2.52880022,0.37241609
NRG,"NRG Energy, Inc.",50,-0.17967658,-0.39840637,-0.01996406,579,3731236.75,2251729,0.62478919,Electric Utilities,11288221741,217464012.304,0.96502707,0.55066151
ESTC,Elastic N.V.,112.85,-0.4411116,-1.00877193,0.56462285,4389,1602343.25,974819,0.70623485,Packaged Software,11243301002,80628771.779,3.5902669,0.61155727
EQH,"Equitable Holdings, Inc.",33.2,-0.86593013,-1.30796671,,,3910288.63333333,3116907,0.31505436,Life/Health Insurance,11237771682,336993933.843,1.93470375,0.43805474
HOOD,"Robinhood Markets, Inc.",12.95,0.46547711,-0.4611837,0.85337471,265716,11922829.78333333,10553757,0.4962647,Investment Banks/Brokers,11198925972.999998,438892315.19,2.7745213,0.38579821
TOL,"Toll Brothers, Inc.",103.57,0.24196671,-0.28882257,0.65814944,500,1556965.13333334,838167,0.42200436,Homebuilding,11131599612,106274912.763,1.22627737,0.35299302
CCK,"Crown Holdings, Inc.",92.12,0.05430651,-0.24905252,,,1284486.18333333,536259,0.38795167,Containers/Packaging,11113946038,119668043.524,1.53913328,0.45403605
COTY,Coty Inc.,12.45,-0.24038462,-0.16038492,1.20192308,201,5314644.85,2284918,0.40429167,Household/Personal Care,11101304795,389941995.0359999,1.41528508,0.37927234
USFD,US Foods Holding Corp.,45.05,0.4011589,0.15562472,,,1816249.15,857136,0.37361637,Food Distributors,11075612016,243943450.924,1.18462226,0.26684828
APA,APA Corporation,35.96,0.0556483,-0.63553468,0.66777963,2927,3900042.01666667,2498292,0.51916626,Integrated Oil,11029630112.000002,305236627.073,1.5625,0.44242313
QRVO,"Qorvo, Inc.",112.6,1.2498876,0.93223378,,,1284052.48333333,1166127,0.77231158,Semiconductors,10961132037,96674211.3258,2.0784596,0.59541388
CVNA,Carvana Co.,54.74,-5.96117506,-7.40866035,1.63202199,178807,8923867.81666667,12778172,0.90612068,Specialty Stores,10928806575,94093678.98,10.53188379,0.62200495
WRK,Westrock Company,41.75,-0.38177046,-0.33420864,-0.35790981,35128,2687706.05,2278306,0.71845629,Containers/Packaging,10709197350,252922274.668,1.394566,0.5404841
PAA,"Plains All American Pipeline, L.P.",15.09,0,-0.33025099,0.06626905,207,3449317.76666667,2026469,0.35039294,Oil & Gas Pipelines,10577976821,463124344.317,1.25911199,0.41450186
CHWY,"Chewy, Inc.",24.44,-2.47406225,-1.13268608,-1.43655227,65480,8969574.16666667,11941424,0.8228799,Internet Retail,10543561372.000002,117320265.328,7.0852779,0.64605901
WES,"Western Midstream Partners, LP",27.77,0.25270758,0,0.64981949,100,1123416.71666667,493113,0.23853024,Oil & Gas Pipelines,10539170267,191753115.612,1.78991141,0.24877845
CLF,Cleveland-Cliffs Inc.,20.74,-0.71804691,-1.28510233,0.62230732,24058,9734612.13333333,6261840,0.44504287,Steel,10470822564,495150503.526,2.35265583,0.29327169
PR,Permian Resources Corporation,13.52,0.37119525,-0.36845984,0.07423905,4365,9414186.1,7780267,0.61888902,Integrated Oil,10465422764.000002,403272723.43,1.67535369,0.48073341
CDAY,Ceridian HCM Holding Inc.,66.96,-0.49041462,-1.10766504,,,1341535.28333333,1062943,0.76188067,Packaged Software,10454264725,150863646.576,2.30491112,0.57499079
DBX,"Dropbox, Inc.",30.15,0.53351117,0.3327787,,,2877937.21666667,1140919,0.3561059,Data Processing Services,10424615078,254523099.885,0.81639454,0.29900891
XPO,"XPO, Inc.",89.51,0.19028431,0.01117318,,,1633407.03333334,839522,0.62107864,Trucking,10380759146,113790968.005,1.54019112,0.52684696
ALLY,Ally Financial Inc.,34.32,0.1459002,-0.20354754,-0.05836008,600,4703295.7,1809908,0.33958757,Regional Banks,10351955291,298490936.59,1.89789613,0.27502078
SCI,Service Corporation International,68.36,0.3375899,0.11716462,,,1022618.55,437691,0.42753278,Other Consumer Services,10223592951,144805133.2,1.25772286,0.43479445
WYNN,"Wynn Resorts, Limited",90.42,-0.33068783,0.46666667,-0.40784832,9876,2303742,1170461,0.53930471,Casinos/Gaming,10212576345.999998,95756974.152,1.36254936,0.40487326
CHRW,"C.H. Robinson Worldwide, Inc.",87.27,1.65404776,1.54759134,,,1208313.95,758743,0.49709422,Air Freight/Couriers,10180135793,115118089.209,2.31200374,0.49303777
ETSY,"Etsy, Inc.",84.95,-0.34021586,-0.03530242,-0.44580009,6453,4266293.85,1908612,0.28673273,Internet Retail,10172444557,118724686.366,1.77518283,0.23972939
WTRG,"Essential Utilities, Inc.",37.14,0.24291498,-0.37553648,0.56680162,200,1576404.26666667,970216,0.5372801,Water Utilities,10145377720,272550010.67,1.52899824,0.49222862
CHK,Chesapeake Energy Corporation,77.28,-0.06465796,0.07770008,,,1652012,1440817,0.75459288,Integrated Oil,10129262169,108818333.696,1.72594142,0.62947227
CZR,"Caesars Entertainment, Inc.",46.82,-1.78309209,-2.19344057,0.69225928,803,3412763.6,2904950,0.63268965,Casinos/Gaming,10099574597,205678497.101,4.12903226,0.51574415
EWBC,"East West Bancorp, Inc.",71.51,0.14003641,-0.40389972,,,1021361.68333333,542422,0.46094166,Regional Banks,10077914989.000002,139625551.92,1.54256065,0.48905111
PARA,Paramount Global,15,-0.464499,-0.72799471,0.398142,73985,15413811.93333333,17818959,0.67925626,Broadcasting,9999031572,576536609.962,2.37537638,0.56783575
PCOR,"Procore Technologies, Inc.",69.37,1.77523474,1.49231895,,,1422557.93333333,1042806,0.53001568,Packaged Software,9954070377,126695974.416,2.09800469,0.41355346
GTLB,GitLab Inc.,63.19,-0.07906388,-0.50385766,1.01201771,906,2189375.43333333,1194190,0.37828493,Packaged Software,9849046042,97585477.044,1.84595799,0.28909012
QGEN,Qiagen N.V.,43.19,0.16233766,-0.3461006,0.60296846,1702,1227625.1,702377,0.59131314,Medical Specialties,9848831495.000002,227083637.98,1.62904352,0.49134051
TOST,"Toast, Inc.",18.14,-0.76586433,-1.41304348,1.20350109,6811,9288629.25,5016197,0.49083533,Packaged Software,9799338585,356462519.43813,3.69071588,0.36794508
NVT,nVent Electric plc,59.03,1.21742112,0.52792916,,,1238575.3,668076,0.5681228,Electronic Components,9793773599,161882495.256,1.31713992,0.50429615
FBIN,"Fortune Brands Innovations, Inc.",77.3,0.0388249,-0.4635591,,,1117542.91666667,1017748,0.79029194,Building Products,9747141030,125414591.38000003,0.93567251,0.65204597
BBWI,"Bath & Body Works, Inc.",43.09,-1.44098811,-0.3699422,-0.73193047,695,3528134.26666667,2848070,0.8233689,Apparel/Footwear Retail,9735780382,224697646.677,2.98785134,0.80483224
HSIC,"Henry Schein, Inc.",74.92,-0.09334578,-0.43853821,,,1235565.9,726442,0.54226419,Medical Distributors,9734980137,128136279.69199999,0.91189486,0.60178823
LSCC,Lattice Semiconductor Corporation,70.16,-0.38335936,-0.39750142,0.45435184,1875,2502429.13333333,907288,0.39349113,Semiconductors,9684071740.999998,136421768.164,2.3264189,0.26471802
SKX,"Skechers U.S.A., Inc.",62.17,-2.57013007,1.46890811,-5.07757405,6749,1911178.9,2198938,1.22577186,Apparel/Footwear,9573041252.999998,132218224.452,4.93339911,0.99661813
MTCH,"Match Group, Inc.",35.2,0.17074559,0.08529997,0.14228799,7169,5923196.48333333,2923055,0.42322612,Internet Software/Services,9567766907,270325731.984,1.80826636,0.38424591
DVA,DaVita Inc.,104.33,-0.41046201,-0.49594659,,,1412644.61666667,623827,0.60315419,Medical/Nursing Services,9525329486.000002,90223664.3,1.74575617,0.52294897
KNX,Knight-Swift Transportation Holdings Inc.,58.88,0.17012589,-0.22030164,,,2186346.35,984792,0.40868301,Trucking,9501407086,156235045.265,1.55635369,0.27737548
JNPR,"Juniper Networks, Inc.",29.45,0.82163643,-0.06786563,0,100,3448944.3,1852185,0.48692321,Information Technology Services,9390676662,314759066.952,1.92046227,0.5014844
AAL,"American Airlines Group, Inc.",14.31,-0.27874564,-0.4867872,0.20905923,234277,37388887.05000002,25183557,0.79331279,Airlines,9352166094,643773498.24,1.33708656,0.58016545
SOFI,"SoFi Technologies, Inc.",9.71,0.72614108,-0.61412487,1.45228216,846436,39871682.4,29139238,0.55582317,Finance/Rental/Leasing,9309391418,885642681.222,3.07772561,0.40252042
WBS,Webster Financial Corporation,50.66,-0.23631351,-0.99667774,,,1410414.93333333,872812,0.63195051,Savings Banks,9259535765,181096259.62199995,2.25787285,0.52175907
CNM,"Core & Main, Inc.",39.68,-0.8247938,-1.36713895,,,2956289.63333333,3791321,1.10926607,Wholesale Distributors,9005963343,148270339.425,1.79610422,0.61070107
BILL,"BILL Holdings, Inc.",83.57,0.72315295,-0.35769643,1.83198747,300,3123049.55,1584607,0.65910007,Packaged Software,8921573108,101927639.632,3.15533981,0.46801798
NCLH,Norwegian Cruise Line Holdings Ltd.,20.95,0,0.09555662,-0.14319809,64020,15777554.73333333,10356977,0.63673598,Hotels/Resorts/Cruise lines,8912652539.999998,421131610.9,2.16242191,0.53473341
ONON,On Holding AG,28.03,-3.71006527,0.75485262,-4.36276194,157679,4954762.93333333,11251256,2.58026529,Apparel/Footwear,8872059444,185844289.215376,7.37735153,1.9416951
SRPT,"Sarepta Therapeutics, Inc.",94.54,4.17630854,2.77204044,1.37741047,400,1695793.8,1029331,0.73933732,Pharmaceuticals: Major,8843902895,88230908.77250001,4.55484292,0.66814834
BJ,"BJ's Wholesale Club Holdings, Inc.",66.19,0.77649208,0.4553043,-0.48721072,100,1532344.38333333,703581,0.50325076,Specialty Stores,8828488497,132254063.931,1.64009112,0.3752527
FTI,TechnipFMC plc,20.24,1.14942529,-0.3446578,1.04947526,917,5391941.36666668,2553305,0.42514837,Oilfield Services/Equipment,8813713216,430490095.0200001,1.98659051,0.32249571
UNM,Unum Group,44.94,0.37971856,0.08908686,,,1482888.81666667,510314,0.29967077,Multi-Line Insurance,8765350751,193484851.816,1.38982291,0.24930601
ROIV,Roivant Sciences Ltd.,10.89,3.32068311,2.83286119,0.18975332,2300,6433689.3,4579784,0.75575672,Pharmaceuticals: Major,8754704176.999998,546870475.9339999,4.72143532,0.58645239
TPX,"Tempur Sealy International, Inc.",50.47,0.03964321,-0.01980983,,,1948660.33333333,741502,0.34555947,Home Furnishings,8694685267,166979503.158,1.18596771,0.24483883
WSC,WillScot Mobile Mini Holdings Corp.,44.82,0.74173972,-0.13368984,,,1855439.95,623802,0.28091441,Finance/Rental/Leasing,8588869753.999999,186637271.98,2.22272624,0.16334388
BWA,BorgWarner Inc.,35.83,-0.22277917,-0.05578801,0,1000,2513413.45,1554177,0.55179734,Trucks/Construction/Farm Machinery,8422036126.000002,233738221.89,1.49838958,0.4829377
JEF,Jefferies Financial Group Inc.,39.91,1.78525886,1.03797468,0.73960724,646,1212535.53333333,932228,0.77263044,Investment Banks/Brokers,8398171455.999999,163894793.792,1.92356688,0.9240075
AMKR,"Amkor Technology, Inc.",33.61,0.87034814,-0.0297442,,,1061059.13333333,616395,0.41351987,Semiconductors,8260266400,113857678.664,2.19219219,0.36062582
S,"SentinelOne, Inc.",27.64,0.29027576,0.50909091,0.14513788,12984,5840720.13333333,4018247,0.47127722,Packaged Software,8255370775,233446900,2.36090776,0.38342028
APG,APi Group Corporation,34.32,1.65876777,1.26881086,,,1326180.81666667,1044771,0.60101694,Engineering & Construction,8221670764,153880627.76999998,2.19324244,0.52183214
ORI,Old Republic International Corporation,29.31,0.72164948,0.23939808,,,1297364.7,804143,0.54695193,Specialty Insurance,8217869813.999999,258433655.074,0.90737887,0.46989351
NOV,NOV Inc.,20.45,0,-1.01645692,,,3361715.91666667,1660848,0.42250608,Oilfield Services/Equipment,8055807490,391127754.738,1.98773006,0.33412768
CTLT,"Catalent, Inc.",44.08,0.41002278,0.02269117,,,2414237.56666667,813915,0.35142388,Pharmaceuticals: Major,7962667330,175096043.864,2.42396524,0.25516398
IVZ,Invesco Ltd,17.7,1.25858124,0.56818182,0.91533181,500,5776181.7,3356725,0.51580248,Investment Managers,7957113450.000001,440179000.884,1.94063927,0.4400793
IMGN,"ImmunoGen, Inc.",29.7,0,0.06738544,0,2560,7994302.3,3085472,0.35689201,Biotechnology,7949574822.999999,261296729.978,0.64319567,0.32853758
ELF,"e.l.f. Beauty, Inc.",143.84,-0.93663912,-0.7657813,-0.29614325,1174,1476680.9,1061756,0.81941146,Household/Personal Care,7939855422.999999,52649659.3504,3.78355226,0.5457987
W,Wayfair Inc.,67.11,-1.55493619,-1.56937518,0.01466921,205266,4324808.61666667,2800501,0.51743004,Specialty Stores,7915468458.999999,83368612.3853,5.80239976,0.30162855
GNRC,Generac Holdings Inc.,128.81,-0.5097706,-0.32500193,,,1236938.11666667,475291,0.40712472,Electrical Products,7913001617,60416074.2204,2.27272727,0.31205496
DAR,Darling Ingredients Inc.,49.51,-0.7019655,-0.98,,,2344311.38333333,1129466,0.44344835,Food: Specialty/Candy,7898443291,157422348.83200002,1.75248126,0.38992539
GPS,"Gap, Inc. (The)",21.17,-0.37647059,0.66571564,-0.61176471,27034,9515114.96666667,3845784,0.43587704,Apparel/Footwear Retail,7850541910,212226613.40100005,2.28680324,0.37142906
FMC,FMC Corporation,62.74,1.03059581,0.4482869,0.35426731,383,1951581.55,1655858,0.80123195,Chemicals: Agricultural,7827372858,123965408.001,2.46376812,0.69964323
FHN,First Horizon Corporation,13.9,1.09090909,0.43352601,-0.21818182,2320,8809632.85,4084182,0.43951761,Regional Banks,7766895422.999999,550118005.3199999,1.52394775,0.35742782
NFE,New Fortress Energy Inc.,37.74,1.86234818,1.17962466,,,1518855.88333333,880555,0.7147959,Gas Distributors,7737885478,104597384.774,2.52688172,0.4294429
X,United States Steel Corporation,47.97,-0.39451827,0.04171011,-0.51910299,98008,6877197.31666667,5029698,0.27770817,Steel,7732664503,220487056.955,0.73206442,0.21422477
THC,Tenet Healthcare Corporation,75.75,-0.17132314,-0.45992116,-0.03953611,797,1673351.35,383965,0.34715539,Hospital/Nursing Management,7692564148.000001,98514884.336,1.36877076,0.29141117
GNTX,Gentex Corporation,32.68,0.83307621,0.55384615,,,1517097.46666667,1070768,0.77219089,Auto Parts: OEM,7622694843.000001,232748940.267,1.16923077,0.66001153
KGC,Kinross Gold Corporation,6.16,0.81833061,-1.12359551,1.96399345,102240,13867875.4,12752706,0.80129212,Precious Metals,7562631311.794873,1215826913.3,3.73376623,0.64386997
CERE,"Cerevel Therapeutics Holdings, Inc.",41.9,1.23218169,1.28112159,0.3865668,600,2527307,2503777,0.46734628,Pharmaceuticals: Major,7553651667,86009732.41,1.7887358,0.45516116
GPK,Graphic Packaging Holding Company,24.61,0.44897959,-0.2027575,,,3043766.21666667,1680330,0.52571428,Containers/Packaging,7531961734.999999,302381282.15900004,1.33930754,0.38368592
NYT,New York Times Company (The),45.99,0.23975588,0.19607843,,,1234330.5,1253417,0.85802119,Publishing: Newspapers,7525177182.000001,159770644.188,1.23402861,0.82096424
AXTA,Axalta Coating Systems Ltd.,34.15,0.44117647,0.29368576,,,2251209,1344090,0.52107816,Industrial Specialties,7515836094.999999,219320412.405,1.3215859,0.38013942
RMBS,"Rambus, Inc.",69.65,0.43258832,-0.25776887,0.53352559,1542,1620803.6,1004175,0.2923827,Semiconductors,7488018674,106737300.398,2.27994228,0.46113253
CFLT,"Confluent, Inc.",24.27,-0.10290183,-0.93877551,1.09075942,1880,5738274.46666667,3527983,0.74473714,Packaged Software,7472128434.999999,207166929.354,3.65115794,0.40298662
XRAY,DENTSPLY SIRONA Inc.,35.22,0.08525149,0.08525149,,,3642114.06666667,1261228,0.40587963,Medical Specialties,7461723452.999999,209897328.96,1.28755365,0.34913315
EXEL,"Exelixis, Inc.",23.94,1.95911414,1.44067797,-0.04258944,191,2253930.46666667,1192869,0.51480392,Pharmaceuticals: Major,7444720624.999999,301591603.44600004,2.16101695,0.43353781
GMED,"Globus Medical, Inc.",53.67,-0.53743514,-0.97785978,,,1333961.36666667,630356,0.40620092,Medical Specialties,7395360122,114420138.201,3.22033898,0.3484373
RRC,Range Resources Corporation,30.64,0.45901639,0.16345211,0.49180328,1050,2882842.85,1852999,0.60038229,Oil & Gas Production,7393581088,234106147.935,1.86499422,0.49850346
KBR,"KBR, Inc.",54.45,0.62834966,0.29471358,,,1751056.3,1246785,0.77206993,Information Technology Services,7350989384.999999,133434308.49200001,0.98708487,0.68737361
IONS,"Ionis Pharmaceuticals, Inc.",51.19,4.23538994,2.77052801,1.1810222,3871,1119171.05,1545546,1.27853782,Pharmaceuticals: Major,7344337738,140239862.784,5.30776993,1.12004094
SWN,Southwestern Energy Company,6.64,0.15082956,0.15082956,0,21804,20950683.91666667,12413272,0.65283353,Integrated Oil,7313714257,1036056406.66,2.28310502,0.58668043
NTRA,"Natera, Inc.",60.84,0.91225742,0.89552239,,,1356129.76666667,673623,0.40356863,Medical Specialties,7310028693,110407552.648,2.79027153,0.23998277
BRBR,"BellRing Brands, Inc.",55.65,-0.14354926,-0.23305844,,,1216808.38333333,780311,0.64206149,Beverages: Non-Alcoholic,7299545214,130060490.781,1.19219653,0.42737501
NYCB,"New York Community Bancorp, Inc.",10.08,0.19880716,-0.1980198,0.69582505,1138,10151394.96666667,9645305,0.65890915,Savings Banks,7282679974,708723158.624,1.8981019,0.53739467
ZI,ZoomInfo Technologies Inc.,18.68,-1.37275607,-1.32065504,-0.21119324,150,7134706.41666667,3096425,0.36580778,Packaged Software,7281134960.999999,293140230.484,3.52303523,0.25244803
CMA,Comerica Incorporated,55.16,0.16342836,-0.50505051,,,2090480.98333333,1022158,0.42980603,Major Banks,7274104620,130922591.28899997,2.69974462,0.31474514
CGNX,Cognex Corporation,42.23,0.691464,0.35646388,0.07153076,100,1361350.68333333,777125,0.5187153,Electronic Equipment/Instruments,7269560375,171739359.862,1.40375922,0.37790465
ARMK,Aramark,27.74,-0.50215208,-0.21582734,,,3809400.9,1662997,0.46264853,Restaurants,7254245283.000001,259688950.352,1.68386746,0.37641582
ELAN,Elanco Animal Health Incorporated,14.67,1.03305785,0.82474227,,,5796253.88333333,3006912,0.43272536,Biotechnology,7229348549,486021041.9040001,1.96280992,0.37124327
VFC,V.F. Corporation,18.59,-3.22748568,0,-3.38365435,49319,9109781.26666667,7009107,0.85059857,Apparel/Footwear,7229342323,366733779.852,6.60377358,0.62366021
WAL,Western Alliance Bancorporation,65.58,0.9544335,-0.04572474,1.06219212,4887,1643916.98333333,766141,0.42082186,Regional Banks,7179285543,107787881.452,1.98004605,0.26582632
BBIO,"BridgeBio Pharma, Inc.",41.06,5.85202372,3.81795196,,,1492391.98333333,2138856,0.90335057,Biotechnology,7143086943.000001,128194020.72899999,7.21055328,0.76361534
NXT,Nextracker Inc.,49.25,-0.26326448,-1.14411883,1.23491292,2500,2077398.28333333,1425849,0.50990586,Electronic Equipment/Instruments,7124969797.000001,48235920.81524999,2.66089963,0.3766677
HAS,"Hasbro, Inc.",51.02,-0.1174628,0.05883507,,,2023532.43333333,842183,0.36370442,Recreational Products,7079746735.999999,129863121.984,2.10142068,0.26214074
FRSH,Freshworks Inc.,23.96,-0.49833887,-0.74565037,0.62292359,2162,2357169.38333333,1082866,0.36915159,Packaged Software,7073113080,157824963.505611,2.16159496,0.24115949
OGE,OGE Energy Corp,35.04,0.25751073,-0.28457598,,,1503124.7,769588,0.42139149,Electric Utilities,7018069051,199614436.254,1.42734799,0.35864393
LBTYA,Liberty Global Ltd.,17.18,1.35693215,1.11830489,,,1848420.28333333,953615,0.45341589,Cable/Satellite TV,6973365665,164872596.265,1.94690265,0.3529815
LBTYK,Liberty Global Ltd.,18.03,1.29213483,1.23526109,,,2279972.98333333,1336951,0.51826534,Cable/Satellite TV,6973365665,189913900.376,2.02247191,0.40172992
WFRD,Weatherford International plc,96.59,-1.41865687,-1.93908629,,,1026428.35,659507,0.78358232,Oilfield Services/Equipment,6965934470.000001,70597907.2004,3.51959361,0.58046779
HRB,"H&R Block, Inc.",48.02,1.43641741,1.30801688,,,1383318.21666667,939686,0.58704325,Other Consumer Services,6911570338.000001,142157194.35599998,2.00973133,0.54628121
CCCS,CCC Intelligent Solutions Holdings Inc.,11.43,1.15044248,1.41969831,,,2720558.28333333,983048,0.3425893,Packaged Software,6885198756,197542087.68,2.05173952,0.31736769
MTDR,Matador Resources Company,57.61,-0.05204719,-0.99673483,0.97154754,472,1344805.85,803969,0.57910893,Integrated Oil,6863362271,109574773.655,2.15689685,0.47853691
AR,Antero Resources Corporation,22.78,0.08787346,-0.04387889,0.65905097,1799,5038458.6,3937773,0.5894474,Oil & Gas Production,6846392671,277292413.44,1.7683466,0.52971496
APLS,"Apellis Pharmaceuticals, Inc.",57.72,6.02498163,3.07142857,2.86554004,2767,2412441.9,2565440,0.69628776,Pharmaceuticals: Major,6839817062,96818410.5,11.24674625,0.54660185
COHR,Coherent Corp.,44.61,1.36332652,1.68680191,-0.81799591,7761,1779774.76666667,967399,0.51010617,Electronic Equipment/Instruments,6757626848,147652080.594,2.67385816,0.41259522
MAT,"Mattel, Inc.",19.12,0.36745407,0.57864282,-0.20997375,970,3185689.45,1525323,0.45494796,Recreational Products,6753808287,350431509.07699996,1.58646219,0.37382907
MUR,Murphy Oil Corporation,43.66,-0.09153318,-0.7952738,0.29748284,200,1583282.45,1024890,0.49456413,Oil & Gas Production,6744297467,146425265.64600003,1.67816092,0.40636557
NE,Noble Corporation plc A,47.39,2.2437972,1.78264605,0.45307443,3704,1312132.16666667,1712898,1.26403929,Contract Drilling,6684552630,107488924.911132,3.32757131,1.08672953
CART,Maplebear Inc.,23.785,1.68875588,0.99787686,0.42753313,4374,1737879.25,1167638,0.64083562,Air Freight/Couriers,6664936147.000001,134805873.10000002,3.94849785,0.50537269
FLR,Fluor Corporation,39.06,0.12817226,-0.15337423,-0.02563445,200,1962710.11666667,1097217,0.42679309,Engineering & Construction,6654851309.999999,168366449.125,1.64651402,0.46226171
OLN,Olin Corporation,53.9,2.3158694,1.83260911,,,1337686.18333333,981409,0.60210984,Industrial Specialties,6605423145,121992765.15,2.48511764,0.56245377
CIVI,"Civitas Resources, Inc.",69.69,-0.32894737,-1.2329932,,,1291847.78333333,981119,0.53833031,Integrated Oil,6535099268,81280590.8508,1.94552529,0.3879864
WHR,Whirlpool Corporation,119.13,0.66756802,0.64205457,,,1004746.45,547111,0.55190279,Electronics/Appliances,6534639179,53338563.52299999,1.16583594,0.446314
LEVI,Levi Strauss & Co,16.43,2.36760125,3.39836375,-0.31152648,3513,2261719.71666667,2452529,1.39136601,Apparel/Footwear,6524548768.000001,86480942.655,5.06649778,1.21808284
ZION,Zions Bancorporation N.A.,44,0.87116002,-0.63233966,1.5130674,1340,2790587.55,1534519,0.52928445,Major Banks,6518547363.000001,145594170.49499997,2.89522059,0.437561
GLBE,Global-E Online Ltd.,39.87,-1.26300149,-1.55555556,0.04952947,768,1471744.3,714779,0.59206549,Internet Retail,6517445352,91538904.528,3.32364464,0.49405734
SMAR,Smartsheet Inc.,47.66,0.02098636,-0.37625418,-1.34312697,805,1220799.13333333,1088727,0.59527174,Packaged Software,6493995689,130061666.724,1.66877905,0.60435759
TKO,"TKO Group Holdings, Inc.",78.84,-0.22779043,-0.92988188,,,1257080.16666667,656419,0.47307578,Movies/Entertainment,6469923289,61552677.648,1.63036556,0.39283599
PLNT,"Planet Fitness, Inc.",73.09,0.66106597,0.89729431,,,1559048.75,801683,0.66597119,Other Consumer Services,6444454571.999999,84783186.705,1.25621204,0.50243789
CIEN,Ciena Corporation,44.17,0.9369287,0.27241771,,,1524637,1148043,0.43394184,Telecommunications Equipment,6397155743.000001,142559355.26,1.5672733,0.40430692
DV,"DoubleVerify Holdings, Inc.",37.4,2.40963855,1.08108108,1.25958379,864,1652695.48333333,2095333,1.48175898,Packaged Software,6357478659,137643273.738,3.26530612,1.30665629
LSXMK,Liberty Media Corporation - Series C Liberty SiriusXM,28.79,0.55885435,0.3485535,,,1145843.86666667,859154,0.44113401,Movies/Entertainment,6295883570,195922692.043,1.64681149,0.29396052
G,Genpact Limited,34.59,0.28993911,-0.17316017,3.68222673,120,1379749.5,789380,0.39665186,Miscellaneous Commercial Services,6275054919.000001,166539662.82799998,1.38001162,0.28334703
CLVT,Clarivate Plc,9.34,1.19176598,1.08225108,,,6184669.91666667,3959445,0.73634342,Miscellaneous Commercial Services,6201039535,371968172.134,2.06746464,0.59071406
FOUR,"Shift4 Payments, Inc.",74.4,-0.18781862,-0.70732684,-0.05366246,100,1355649.3,736868,0.44652458,Miscellaneous Commercial Services,6136633847,55622012.5215,2.40535739,0.27996097
PAAS,Pan American Silver Corp.,16.71,1.70419963,-0.41716329,2.25197809,42470,3435262.03333333,3260122,0.85996498,Precious Metals,6089775507.434763,363731623.901,4.61630695,0.65007407
AM,Antero Midstream Corporation,12.61,0.71884984,0.07936508,,,2312632.6,1537496,0.59331561,Oil & Gas Pipelines,6049180925,336441915.41999996,1.90930788,0.52150288
LYFT,"Lyft, Inc.",15.35,-1.53944836,-2.29153405,0.83386786,109712,15301604.93333333,12775061,0.6359271,Other Transportation,6032401160.000001,332636306.008,3.76486129,0.38314795
AA,Alcoa Corporation,33.77,5.46533417,2.45752427,3.46658339,50938,5976972.68333333,9066769,1.03867447,Aluminum,6026996433.999999,176739572.296,7.36009732,0.78543435
IMVT,"Immunovant, Inc.",41.48,6.08695652,5.87034201,0.99744246,3976,1689750.55,1717176,0.72800507,Biotechnology,6000577268,60585602.896,7.40551583,0.49736337
